age,sex,date,state,ethnicity,population
40-44,female,2020-01-01,Perlis,bumi_other,0.0
45-49,female,2020-01-01,Perlis,bumi_other,0.0
50-54,female,2020-01-01,Perlis,bumi_other,0.0
55-59,female,2020-01-01,Perlis,bumi_other,0.0
60-64,female,2020-01-01,Perlis,bumi_other,0.0
65-69,female,2020-01-01,Perlis,bumi_other,0.0
70-74,female,2020-01-01,Perlis,bumi_other,0.0
75-79,female,2020-01-01,Perlis,bumi_other,0.0
80-84,female,2020-01-01,Perlis,bumi_other,0.0
85+,female,2020-01-01,Perlis,bumi_other,0.0
overall_age,overall_sex,2020-01-01,Pulau Pinang,bumi_other,8.0
0-4,overall_sex,2020-01-01,Pulau Pinang,bumi_other,0.6
5-9,overall_sex,2020-01-01,Pulau Pinang,bumi_other,0.5
10-14,overall_sex,2020-01-01,Pulau Pinang,bumi_other,0.5
15-19,overall_sex,2020-01-01,Pulau Pinang,bumi_other,0.5
20-24,overall_sex,2020-01-01,Pulau Pinang,bumi_other,0.4
25-29,overall_sex,2020-01-01,Pulau Pinang,bumi_other,1.0
30-34,overall_sex,2020-01-01,Pulau Pinang,bumi_other,1.0
35-39,overall_sex,2020-01-01,Pulau Pinang,bumi_other,1.0
40-44,overall_sex,2020-01-01,Pulau Pinang,bumi_other,0.8
45-49,overall_sex,2020-01-01,Pulau Pinang,bumi_other,0.5
50-54,overall_sex,2020-01-01,Pulau Pinang,bumi_other,0.3
55-59,overall_sex,2020-01-01,Pulau Pinang,bumi_other,0.3
60-64,overall_sex,2020-01-01,Pulau Pinang,bumi_other,0.3
65-69,overall_sex,2020-01-01,Pulau Pinang,bumi_other,0.1
70-74,overall_sex,2020-01-01,Pulau Pinang,bumi_other,0.1
75-79,overall_sex,2020-01-01,Pulau Pinang,bumi_other,0.0
80-84,overall_sex,2020-01-01,Pulau Pinang,bumi_other,0.0
85+,overall_sex,2020-01-01,Pulau Pinang,bumi_other,0.0
overall_age,male,2020-01-01,Pulau Pinang,bumi_other,4.0
0-4,male,2020-01-01,Pulau Pinang,bumi_other,0.3
5-9,male,2020-01-01,Pulau Pinang,bumi_other,0.3
10-14,male,2020-01-01,Pulau Pinang,bumi_other,0.3
15-19,male,2020-01-01,Pulau Pinang,bumi_other,0.3
20-24,male,2020-01-01,Pulau Pinang,bumi_other,0.2
25-29,male,2020-01-01,Pulau Pinang,bumi_other,0.5
30-34,male,2020-01-01,Pulau Pinang,bumi_other,0.2
35-39,male,2020-01-01,Pulau Pinang,bumi_other,0.5
40-44,male,2020-01-01,Pulau Pinang,bumi_other,0.5
45-49,male,2020-01-01,Pulau Pinang,bumi_other,0.3
50-54,male,2020-01-01,Pulau Pinang,bumi_other,0.2
55-59,male,2020-01-01,Pulau Pinang,bumi_other,0.1
60-64,male,2020-01-01,Pulau Pinang,bumi_other,0.2
65-69,male,2020-01-01,Pulau Pinang,bumi_other,0.1
70-74,male,2020-01-01,Pulau Pinang,bumi_other,0.0
75-79,male,2020-01-01,Pulau Pinang,bumi_other,0.0
80-84,male,2020-01-01,Pulau Pinang,bumi_other,0.0
85+,male,2020-01-01,Pulau Pinang,bumi_other,0.0
overall_age,female,2020-01-01,Pulau Pinang,bumi_other,4.0
0-4,female,2020-01-01,Pulau Pinang,bumi_other,0.3
5-9,female,2020-01-01,Pulau Pinang,bumi_other,0.3
10-14,female,2020-01-01,Pulau Pinang,bumi_other,0.3
15-19,female,2020-01-01,Pulau Pinang,bumi_other,0.2
20-24,female,2020-01-01,Pulau Pinang,bumi_other,0.1
25-29,female,2020-01-01,Pulau Pinang,bumi_other,0.6
30-34,female,2020-01-01,Pulau Pinang,bumi_other,0.8
35-39,female,2020-01-01,Pulau Pinang,bumi_other,0.5
40-44,female,2020-01-01,Pulau Pinang,bumi_other,0.3
45-49,female,2020-01-01,Pulau Pinang,bumi_other,0.2
50-54,female,2020-01-01,Pulau Pinang,bumi_other,0.1
55-59,female,2020-01-01,Pulau Pinang,bumi_other,0.1
60-64,female,2020-01-01,Pulau Pinang,bumi_other,0.1
65-69,female,2020-01-01,Pulau Pinang,bumi_other,0.0
70-74,female,2020-01-01,Pulau Pinang,bumi_other,0.0
75-79,female,2020-01-01,Pulau Pinang,bumi_other,0.0
80-84,female,2020-01-01,Pulau Pinang,bumi_other,0.0
85+,female,2020-01-01,Pulau Pinang,bumi_other,0.0
overall_age,overall_sex,2020-01-01,Sabah,bumi_other,2076.5
0-4,overall_sex,2020-01-01,Sabah,bumi_other,176.8
5-9,overall_sex,2020-01-01,Sabah,bumi_other,163.1
10-14,overall_sex,2020-01-01,Sabah,bumi_other,231.2
15-19,overall_sex,2020-01-01,Sabah,bumi_other,200.0
20-24,overall_sex,2020-01-01,Sabah,bumi_other,197.3
25-29,overall_sex,2020-01-01,Sabah,bumi_other,202.6
30-34,overall_sex,2020-01-01,Sabah,bumi_other,176.5
35-39,overall_sex,2020-01-01,Sabah,bumi_other,170.1
40-44,overall_sex,2020-01-01,Sabah,bumi_other,117.4
45-49,overall_sex,2020-01-01,Sabah,bumi_other,101.0
50-54,overall_sex,2020-01-01,Sabah,bumi_other,87.8
55-59,overall_sex,2020-01-01,Sabah,bumi_other,72.6
60-64,overall_sex,2020-01-01,Sabah,bumi_other,60.6
65-69,overall_sex,2020-01-01,Sabah,bumi_other,52.3
70-74,overall_sex,2020-01-01,Sabah,bumi_other,28.8
75-79,overall_sex,2020-01-01,Sabah,bumi_other,19.1
80-84,overall_sex,2020-01-01,Sabah,bumi_other,10.2
85+,overall_sex,2020-01-01,Sabah,bumi_other,9.1
overall_age,male,2020-01-01,Sabah,bumi_other,1045.7
0-4,male,2020-01-01,Sabah,bumi_other,92.5
5-9,male,2020-01-01,Sabah,bumi_other,83.3
10-14,male,2020-01-01,Sabah,bumi_other,118.0
15-19,male,2020-01-01,Sabah,bumi_other,103.1
20-24,male,2020-01-01,Sabah,bumi_other,99.3
25-29,male,2020-01-01,Sabah,bumi_other,99.2
30-34,male,2020-01-01,Sabah,bumi_other,83.8
35-39,male,2020-01-01,Sabah,bumi_other,84.1
40-44,male,2020-01-01,Sabah,bumi_other,57.6
45-49,male,2020-01-01,Sabah,bumi_other,49.2
50-54,male,2020-01-01,Sabah,bumi_other,44.0
55-59,male,2020-01-01,Sabah,bumi_other,36.2
60-64,male,2020-01-01,Sabah,bumi_other,31.9
65-69,male,2020-01-01,Sabah,bumi_other,28.4
70-74,male,2020-01-01,Sabah,bumi_other,14.7
75-79,male,2020-01-01,Sabah,bumi_other,10.0
80-84,male,2020-01-01,Sabah,bumi_other,5.2
85+,male,2020-01-01,Sabah,bumi_other,5.2
overall_age,female,2020-01-01,Sabah,bumi_other,1030.9
0-4,female,2020-01-01,Sabah,bumi_other,84.3
5-9,female,2020-01-01,Sabah,bumi_other,79.8
10-14,female,2020-01-01,Sabah,bumi_other,113.2
15-19,female,2020-01-01,Sabah,bumi_other,96.8
20-24,female,2020-01-01,Sabah,bumi_other,98.0
25-29,female,2020-01-01,Sabah,bumi_other,103.4
30-34,female,2020-01-01,Sabah,bumi_other,92.7
35-39,female,2020-01-01,Sabah,bumi_other,86.1
40-44,female,2020-01-01,Sabah,bumi_other,59.8
45-49,female,2020-01-01,Sabah,bumi_other,51.8
50-54,female,2020-01-01,Sabah,bumi_other,43.8
55-59,female,2020-01-01,Sabah,bumi_other,36.4
60-64,female,2020-01-01,Sabah,bumi_other,28.7
65-69,female,2020-01-01,Sabah,bumi_other,23.9
70-74,female,2020-01-01,Sabah,bumi_other,14.1
75-79,female,2020-01-01,Sabah,bumi_other,9.2
80-84,female,2020-01-01,Sabah,bumi_other,5.0
85+,female,2020-01-01,Sabah,bumi_other,3.8
overall_age,overall_sex,2020-01-01,Sarawak,bumi_other,1187.0
0-4,overall_sex,2020-01-01,Sarawak,bumi_other,77.3
5-9,overall_sex,2020-01-01,Sarawak,bumi_other,93.6
10-14,overall_sex,2020-01-01,Sarawak,bumi_other,105.8
15-19,overall_sex,2020-01-01,Sarawak,bumi_other,108.5
20-24,overall_sex,2020-01-01,Sarawak,bumi_other,98.4
25-29,overall_sex,2020-01-01,Sarawak,bumi_other,102.7
30-34,overall_sex,2020-01-01,Sarawak,bumi_other,94.9
35-39,overall_sex,2020-01-01,Sarawak,bumi_other,84.5
40-44,overall_sex,2020-01-01,Sarawak,bumi_other,76.0
45-49,overall_sex,2020-01-01,Sarawak,bumi_other,76.3
50-54,overall_sex,2020-01-01,Sarawak,bumi_other,70.8
55-59,overall_sex,2020-01-01,Sarawak,bumi_other,65.4
60-64,overall_sex,2020-01-01,Sarawak,bumi_other,47.1
65-69,overall_sex,2020-01-01,Sarawak,bumi_other,34.8
70-74,overall_sex,2020-01-01,Sarawak,bumi_other,23.5
75-79,overall_sex,2020-01-01,Sarawak,bumi_other,14.3
80-84,overall_sex,2020-01-01,Sarawak,bumi_other,7.3
85+,overall_sex,2020-01-01,Sarawak,bumi_other,5.6
overall_age,male,2020-01-01,Sarawak,bumi_other,599.4
0-4,male,2020-01-01,Sarawak,bumi_other,39.6
5-9,male,2020-01-01,Sarawak,bumi_other,48.2
10-14,male,2020-01-01,Sarawak,bumi_other,54.9
15-19,male,2020-01-01,Sarawak,bumi_other,55.5
20-24,male,2020-01-01,Sarawak,bumi_other,49.7
25-29,male,2020-01-01,Sarawak,bumi_other,51.9
30-34,male,2020-01-01,Sarawak,bumi_other,48.1
35-39,male,2020-01-01,Sarawak,bumi_other,42.6
40-44,male,2020-01-01,Sarawak,bumi_other,37.6
45-49,male,2020-01-01,Sarawak,bumi_other,38.2
50-54,male,2020-01-01,Sarawak,bumi_other,35.5
55-59,male,2020-01-01,Sarawak,bumi_other,33.0
60-64,male,2020-01-01,Sarawak,bumi_other,23.4
65-69,male,2020-01-01,Sarawak,bumi_other,17.7
70-74,male,2020-01-01,Sarawak,bumi_other,11.2
75-79,male,2020-01-01,Sarawak,bumi_other,6.9
80-84,male,2020-01-01,Sarawak,bumi_other,3.2
85+,male,2020-01-01,Sarawak,bumi_other,2.3
overall_age,female,2020-01-01,Sarawak,bumi_other,587.6
0-4,female,2020-01-01,Sarawak,bumi_other,37.7
5-9,female,2020-01-01,Sarawak,bumi_other,45.4
10-14,female,2020-01-01,Sarawak,bumi_other,50.8
15-19,female,2020-01-01,Sarawak,bumi_other,53.1
20-24,female,2020-01-01,Sarawak,bumi_other,48.7
25-29,female,2020-01-01,Sarawak,bumi_other,50.8
30-34,female,2020-01-01,Sarawak,bumi_other,46.8
35-39,female,2020-01-01,Sarawak,bumi_other,42.0
40-44,female,2020-01-01,Sarawak,bumi_other,38.4
45-49,female,2020-01-01,Sarawak,bumi_other,38.1
50-54,female,2020-01-01,Sarawak,bumi_other,35.3
55-59,female,2020-01-01,Sarawak,bumi_other,32.4
60-64,female,2020-01-01,Sarawak,bumi_other,23.7
65-69,female,2020-01-01,Sarawak,bumi_other,17.1
70-74,female,2020-01-01,Sarawak,bumi_other,12.3
75-79,female,2020-01-01,Sarawak,bumi_other,7.5
80-84,female,2020-01-01,Sarawak,bumi_other,4.2
85+,female,2020-01-01,Sarawak,bumi_other,3.3
overall_age,overall_sex,2020-01-01,Selangor,bumi_other,89.7
0-4,overall_sex,2020-01-01,Selangor,bumi_other,5.8
5-9,overall_sex,2020-01-01,Selangor,bumi_other,6.9
10-14,overall_sex,2020-01-01,Selangor,bumi_other,7.2
15-19,overall_sex,2020-01-01,Selangor,bumi_other,9.2
20-24,overall_sex,2020-01-01,Selangor,bumi_other,4.3
25-29,overall_sex,2020-01-01,Selangor,bumi_other,6.0
30-34,overall_sex,2020-01-01,Selangor,bumi_other,13.8
35-39,overall_sex,2020-01-01,Selangor,bumi_other,11.1
40-44,overall_sex,2020-01-01,Selangor,bumi_other,7.0
45-49,overall_sex,2020-01-01,Selangor,bumi_other,4.3
50-54,overall_sex,2020-01-01,Selangor,bumi_other,4.0
55-59,overall_sex,2020-01-01,Selangor,bumi_other,2.7
60-64,overall_sex,2020-01-01,Selangor,bumi_other,1.1
65-69,overall_sex,2020-01-01,Selangor,bumi_other,2.0
70-74,overall_sex,2020-01-01,Selangor,bumi_other,1.7
75-79,overall_sex,2020-01-01,Selangor,bumi_other,1.0
80-84,overall_sex,2020-01-01,Selangor,bumi_other,0.6
85+,overall_sex,2020-01-01,Selangor,bumi_other,0.9
overall_age,male,2020-01-01,Selangor,bumi_other,46.1
0-4,male,2020-01-01,Selangor,bumi_other,2.9
5-9,male,2020-01-01,Selangor,bumi_other,4.1
10-14,male,2020-01-01,Selangor,bumi_other,3.5
15-19,male,2020-01-01,Selangor,bumi_other,3.9
20-24,male,2020-01-01,Selangor,bumi_other,1.5
25-29,male,2020-01-01,Selangor,bumi_other,2.9
30-34,male,2020-01-01,Selangor,bumi_other,8.3
35-39,male,2020-01-01,Selangor,bumi_other,6.3
40-44,male,2020-01-01,Selangor,bumi_other,3.7
45-49,male,2020-01-01,Selangor,bumi_other,1.6
50-54,male,2020-01-01,Selangor,bumi_other,2.5
55-59,male,2020-01-01,Selangor,bumi_other,1.3
60-64,male,2020-01-01,Selangor,bumi_other,0.5
65-69,male,2020-01-01,Selangor,bumi_other,1.1
70-74,male,2020-01-01,Selangor,bumi_other,0.7
75-79,male,2020-01-01,Selangor,bumi_other,0.4
80-84,male,2020-01-01,Selangor,bumi_other,0.3
85+,male,2020-01-01,Selangor,bumi_other,0.5
overall_age,female,2020-01-01,Selangor,bumi_other,43.6
0-4,female,2020-01-01,Selangor,bumi_other,3.0
5-9,female,2020-01-01,Selangor,bumi_other,2.8
10-14,female,2020-01-01,Selangor,bumi_other,3.7
15-19,female,2020-01-01,Selangor,bumi_other,5.3
20-24,female,2020-01-01,Selangor,bumi_other,2.8
25-29,female,2020-01-01,Selangor,bumi_other,3.0
30-34,female,2020-01-01,Selangor,bumi_other,5.5
35-39,female,2020-01-01,Selangor,bumi_other,4.8
40-44,female,2020-01-01,Selangor,bumi_other,3.3
45-49,female,2020-01-01,Selangor,bumi_other,2.7
50-54,female,2020-01-01,Selangor,bumi_other,1.5
55-59,female,2020-01-01,Selangor,bumi_other,1.4
60-64,female,2020-01-01,Selangor,bumi_other,0.6
65-69,female,2020-01-01,Selangor,bumi_other,0.9
70-74,female,2020-01-01,Selangor,bumi_other,1.0
75-79,female,2020-01-01,Selangor,bumi_other,0.6
80-84,female,2020-01-01,Selangor,bumi_other,0.3
85+,female,2020-01-01,Selangor,bumi_other,0.4
overall_age,overall_sex,2020-01-01,Terengganu,bumi_other,5.2
0-4,overall_sex,2020-01-01,Terengganu,bumi_other,0.5
5-9,overall_sex,2020-01-01,Terengganu,bumi_other,0.5
10-14,overall_sex,2020-01-01,Terengganu,bumi_other,0.5
15-19,overall_sex,2020-01-01,Terengganu,bumi_other,0.5
20-24,overall_sex,2020-01-01,Terengganu,bumi_other,0.8
25-29,overall_sex,2020-01-01,Terengganu,bumi_other,0.5
30-34,overall_sex,2020-01-01,Terengganu,bumi_other,0.5
35-39,overall_sex,2020-01-01,Terengganu,bumi_other,0.4
40-44,overall_sex,2020-01-01,Terengganu,bumi_other,0.3
45-49,overall_sex,2020-01-01,Terengganu,bumi_other,0.2
50-54,overall_sex,2020-01-01,Terengganu,bumi_other,0.2
55-59,overall_sex,2020-01-01,Terengganu,bumi_other,0.2
60-64,overall_sex,2020-01-01,Terengganu,bumi_other,0.1
65-69,overall_sex,2020-01-01,Terengganu,bumi_other,0.1
70-74,overall_sex,2020-01-01,Terengganu,bumi_other,0.0
75-79,overall_sex,2020-01-01,Terengganu,bumi_other,0.0
80-84,overall_sex,2020-01-01,Terengganu,bumi_other,0.0
85+,overall_sex,2020-01-01,Terengganu,bumi_other,0.0
overall_age,male,2020-01-01,Terengganu,bumi_other,2.7
0-4,male,2020-01-01,Terengganu,bumi_other,0.3
5-9,male,2020-01-01,Terengganu,bumi_other,0.2
10-14,male,2020-01-01,Terengganu,bumi_other,0.3
15-19,male,2020-01-01,Terengganu,bumi_other,0.2
20-24,male,2020-01-01,Terengganu,bumi_other,0.4
25-29,male,2020-01-01,Terengganu,bumi_other,0.3
30-34,male,2020-01-01,Terengganu,bumi_other,0.2
35-39,male,2020-01-01,Terengganu,bumi_other,0.2
40-44,male,2020-01-01,Terengganu,bumi_other,0.1
45-49,male,2020-01-01,Terengganu,bumi_other,0.1
50-54,male,2020-01-01,Terengganu,bumi_other,0.1
55-59,male,2020-01-01,Terengganu,bumi_other,0.1
60-64,male,2020-01-01,Terengganu,bumi_other,0.1
65-69,male,2020-01-01,Terengganu,bumi_other,0.0
70-74,male,2020-01-01,Terengganu,bumi_other,0.0
75-79,male,2020-01-01,Terengganu,bumi_other,0.0
80-84,male,2020-01-01,Terengganu,bumi_other,0.0
85+,male,2020-01-01,Terengganu,bumi_other,0.0
overall_age,female,2020-01-01,Terengganu,bumi_other,2.5
0-4,female,2020-01-01,Terengganu,bumi_other,0.2
5-9,female,2020-01-01,Terengganu,bumi_other,0.2
10-14,female,2020-01-01,Terengganu,bumi_other,0.2
15-19,female,2020-01-01,Terengganu,bumi_other,0.3
20-24,female,2020-01-01,Terengganu,bumi_other,0.4
25-29,female,2020-01-01,Terengganu,bumi_other,0.2
30-34,female,2020-01-01,Terengganu,bumi_other,0.2
35-39,female,2020-01-01,Terengganu,bumi_other,0.2
40-44,female,2020-01-01,Terengganu,bumi_other,0.1
45-49,female,2020-01-01,Terengganu,bumi_other,0.1
50-54,female,2020-01-01,Terengganu,bumi_other,0.1
55-59,female,2020-01-01,Terengganu,bumi_other,0.1
60-64,female,2020-01-01,Terengganu,bumi_other,0.1
65-69,female,2020-01-01,Terengganu,bumi_other,0.0
70-74,female,2020-01-01,Terengganu,bumi_other,0.0
75-79,female,2020-01-01,Terengganu,bumi_other,0.0
80-84,female,2020-01-01,Terengganu,bumi_other,0.0
85+,female,2020-01-01,Terengganu,bumi_other,0.0
overall_age,overall_sex,2020-01-01,W.P. Kuala Lumpur,bumi_other,21.7
0-4,overall_sex,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.8
5-9,overall_sex,2020-01-01,W.P. Kuala Lumpur,bumi_other,1.9
10-14,overall_sex,2020-01-01,W.P. Kuala Lumpur,bumi_other,1.5
15-19,overall_sex,2020-01-01,W.P. Kuala Lumpur,bumi_other,1.1
20-24,overall_sex,2020-01-01,W.P. Kuala Lumpur,bumi_other,1.9
25-29,overall_sex,2020-01-01,W.P. Kuala Lumpur,bumi_other,3.0
30-34,overall_sex,2020-01-01,W.P. Kuala Lumpur,bumi_other,3.1
35-39,overall_sex,2020-01-01,W.P. Kuala Lumpur,bumi_other,2.8
40-44,overall_sex,2020-01-01,W.P. Kuala Lumpur,bumi_other,1.8
45-49,overall_sex,2020-01-01,W.P. Kuala Lumpur,bumi_other,1.1
50-54,overall_sex,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.6
55-59,overall_sex,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.4
60-64,overall_sex,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.3
65-69,overall_sex,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.3
70-74,overall_sex,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.2
75-79,overall_sex,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.5
80-84,overall_sex,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.2
85+,overall_sex,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.2
overall_age,male,2020-01-01,W.P. Kuala Lumpur,bumi_other,11.0
0-4,male,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.4
5-9,male,2020-01-01,W.P. Kuala Lumpur,bumi_other,1.1
10-14,male,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.6
15-19,male,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.6
20-24,male,2020-01-01,W.P. Kuala Lumpur,bumi_other,1.0
25-29,male,2020-01-01,W.P. Kuala Lumpur,bumi_other,1.4
30-34,male,2020-01-01,W.P. Kuala Lumpur,bumi_other,1.5
35-39,male,2020-01-01,W.P. Kuala Lumpur,bumi_other,1.4
40-44,male,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.9
45-49,male,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.6
50-54,male,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.3
55-59,male,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.2
60-64,male,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.1
65-69,male,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.2
70-74,male,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.1
75-79,male,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.4
80-84,male,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.1
85+,male,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.0
overall_age,female,2020-01-01,W.P. Kuala Lumpur,bumi_other,10.7
0-4,female,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.4
5-9,female,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.8
10-14,female,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.9
15-19,female,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.6
20-24,female,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.8
25-29,female,2020-01-01,W.P. Kuala Lumpur,bumi_other,1.7
30-34,female,2020-01-01,W.P. Kuala Lumpur,bumi_other,1.5
35-39,female,2020-01-01,W.P. Kuala Lumpur,bumi_other,1.4
40-44,female,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.8
45-49,female,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.5
50-54,female,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.3
55-59,female,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.2
60-64,female,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.1
65-69,female,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.2
70-74,female,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.1
75-79,female,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.1
80-84,female,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.1
85+,female,2020-01-01,W.P. Kuala Lumpur,bumi_other,0.1
overall_age,overall_sex,2020-01-01,W.P. Labuan,bumi_other,49.0
0-4,overall_sex,2020-01-01,W.P. Labuan,bumi_other,5.3
5-9,overall_sex,2020-01-01,W.P. Labuan,bumi_other,4.7
10-14,overall_sex,2020-01-01,W.P. Labuan,bumi_other,4.3
15-19,overall_sex,2020-01-01,W.P. Labuan,bumi_other,4.9
20-24,overall_sex,2020-01-01,W.P. Labuan,bumi_other,4.3
25-29,overall_sex,2020-01-01,W.P. Labuan,bumi_other,4.2
30-34,overall_sex,2020-01-01,W.P. Labuan,bumi_other,4.4
35-39,overall_sex,2020-01-01,W.P. Labuan,bumi_other,5.0
40-44,overall_sex,2020-01-01,W.P. Labuan,bumi_other,2.7
45-49,overall_sex,2020-01-01,W.P. Labuan,bumi_other,2.3
50-54,overall_sex,2020-01-01,W.P. Labuan,bumi_other,2.1
55-59,overall_sex,2020-01-01,W.P. Labuan,bumi_other,1.8
60-64,overall_sex,2020-01-01,W.P. Labuan,bumi_other,1.3
65-69,overall_sex,2020-01-01,W.P. Labuan,bumi_other,0.8
70-74,overall_sex,2020-01-01,W.P. Labuan,bumi_other,0.4
75-79,overall_sex,2020-01-01,W.P. Labuan,bumi_other,0.2
80-84,overall_sex,2020-01-01,W.P. Labuan,bumi_other,0.1
85+,overall_sex,2020-01-01,W.P. Labuan,bumi_other,0.2
overall_age,male,2020-01-01,W.P. Labuan,bumi_other,25.3
0-4,male,2020-01-01,W.P. Labuan,bumi_other,2.8
5-9,male,2020-01-01,W.P. Labuan,bumi_other,2.5
10-14,male,2020-01-01,W.P. Labuan,bumi_other,2.3
15-19,male,2020-01-01,W.P. Labuan,bumi_other,2.3
20-24,male,2020-01-01,W.P. Labuan,bumi_other,2.1
25-29,male,2020-01-01,W.P. Labuan,bumi_other,2.0
30-34,male,2020-01-01,W.P. Labuan,bumi_other,2.2
35-39,male,2020-01-01,W.P. Labuan,bumi_other,2.9
40-44,male,2020-01-01,W.P. Labuan,bumi_other,1.5
45-49,male,2020-01-01,W.P. Labuan,bumi_other,1.1
50-54,male,2020-01-01,W.P. Labuan,bumi_other,1.1
55-59,male,2020-01-01,W.P. Labuan,bumi_other,1.0
60-64,male,2020-01-01,W.P. Labuan,bumi_other,0.7
65-69,male,2020-01-01,W.P. Labuan,bumi_other,0.4
70-74,male,2020-01-01,W.P. Labuan,bumi_other,0.2
75-79,male,2020-01-01,W.P. Labuan,bumi_other,0.1
80-84,male,2020-01-01,W.P. Labuan,bumi_other,0.1
85+,male,2020-01-01,W.P. Labuan,bumi_other,0.1
overall_age,female,2020-01-01,W.P. Labuan,bumi_other,23.7
0-4,female,2020-01-01,W.P. Labuan,bumi_other,2.4
5-9,female,2020-01-01,W.P. Labuan,bumi_other,2.2
10-14,female,2020-01-01,W.P. Labuan,bumi_other,2.0
15-19,female,2020-01-01,W.P. Labuan,bumi_other,2.6
20-24,female,2020-01-01,W.P. Labuan,bumi_other,2.3
25-29,female,2020-01-01,W.P. Labuan,bumi_other,2.2
30-34,female,2020-01-01,W.P. Labuan,bumi_other,2.2
35-39,female,2020-01-01,W.P. Labuan,bumi_other,2.2
40-44,female,2020-01-01,W.P. Labuan,bumi_other,1.2
45-49,female,2020-01-01,W.P. Labuan,bumi_other,1.2
50-54,female,2020-01-01,W.P. Labuan,bumi_other,1.0
55-59,female,2020-01-01,W.P. Labuan,bumi_other,0.9
60-64,female,2020-01-01,W.P. Labuan,bumi_other,0.6
65-69,female,2020-01-01,W.P. Labuan,bumi_other,0.4
70-74,female,2020-01-01,W.P. Labuan,bumi_other,0.2
75-79,female,2020-01-01,W.P. Labuan,bumi_other,0.1
80-84,female,2020-01-01,W.P. Labuan,bumi_other,0.1
85+,female,2020-01-01,W.P. Labuan,bumi_other,0.1
overall_age,overall_sex,2020-01-01,W.P. Putrajaya,bumi_other,2.3
0-4,overall_sex,2020-01-01,W.P. Putrajaya,bumi_other,0.2
5-9,overall_sex,2020-01-01,W.P. Putrajaya,bumi_other,0.2
10-14,overall_sex,2020-01-01,W.P. Putrajaya,bumi_other,0.2
15-19,overall_sex,2020-01-01,W.P. Putrajaya,bumi_other,0.1
20-24,overall_sex,2020-01-01,W.P. Putrajaya,bumi_other,0.1
25-29,overall_sex,2020-01-01,W.P. Putrajaya,bumi_other,0.2
30-34,overall_sex,2020-01-01,W.P. Putrajaya,bumi_other,0.3
35-39,overall_sex,2020-01-01,W.P. Putrajaya,bumi_other,0.4
40-44,overall_sex,2020-01-01,W.P. Putrajaya,bumi_other,0.2
45-49,overall_sex,2020-01-01,W.P. Putrajaya,bumi_other,0.1
50-54,overall_sex,2020-01-01,W.P. Putrajaya,bumi_other,0.1
55-59,overall_sex,2020-01-01,W.P. Putrajaya,bumi_other,0.0
60-64,overall_sex,2020-01-01,W.P. Putrajaya,bumi_other,0.0
65-69,overall_sex,2020-01-01,W.P. Putrajaya,bumi_other,0.0
70-74,overall_sex,2020-01-01,W.P. Putrajaya,bumi_other,0.0
75-79,overall_sex,2020-01-01,W.P. Putrajaya,bumi_other,0.0
80-84,overall_sex,2020-01-01,W.P. Putrajaya,bumi_other,0.0
85+,overall_sex,2020-01-01,W.P. Putrajaya,bumi_other,0.0
overall_age,male,2020-01-01,W.P. Putrajaya,bumi_other,1.0
0-4,male,2020-01-01,W.P. Putrajaya,bumi_other,0.1
5-9,male,2020-01-01,W.P. Putrajaya,bumi_other,0.1
10-14,male,2020-01-01,W.P. Putrajaya,bumi_other,0.1
15-19,male,2020-01-01,W.P. Putrajaya,bumi_other,0.0
